     D47, SE_D47,      D48, SE_D48, pvalue_eq,     Teq,  SE_Teq, correl_Teq,          ,          ,          ,          ,          ,          ,         ,         ,         ,          ,          , correl_D47_Teq,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          , correl_D48_Teq,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          
     0.2,  0.005,     0.15,  0.015,  0.212373, 706.099, 74.0289,   1.000000,  0.071449,  0.058451,  0.048202,  0.039631,  0.031997,  0.024903, 0.018141, 0.011545, 0.005177, -0.000963, -0.006699,      -0.954837, -0.000793, -0.000831, -0.000803, -0.000760, -0.000697, -0.000562, -0.000429, -0.000258, -0.000085,  0.000109,  0.000181,      -0.019508,  0.004174,  0.005769,  0.006556,  0.006538,  0.006090,  0.005118,  0.003865,  0.002121,  0.000131, -0.001972, -0.004435
0.240909,  0.005, 0.159091,  0.015,  0.125808, 399.134, 22.0999,   0.071449,  1.000000,  0.111601,  0.109962,  0.103083,  0.092485,  0.078829, 0.062308, 0.043448, 0.022460, -0.000076, -0.023229,      -0.000118, -0.946134, -0.000963, -0.001041, -0.001017, -0.000940, -0.000785, -0.000599, -0.000370, -0.000103,  0.000221,  0.000518,      -0.001474, -0.048562,  0.000839,  0.001323,  0.001638,  0.001653,  0.001341,  0.000875,  0.000177, -0.000527, -0.001357, -0.002426
0.281818,  0.005, 0.168182,  0.015,  0.108752, 275.616, 11.7704,   0.058451,  0.111601,  1.000000,  0.131152,  0.125838,  0.114886,  0.099439, 0.079936, 0.057005, 0.031084,  0.002941, -0.026394,       0.000066, -0.000311, -0.931666, -0.000571, -0.000577, -0.000522, -0.000447, -0.000331, -0.000173,  0.000016,  0.000187,  0.000524,      -0.002132, -0.003317, -0.069534, -0.003087, -0.002764, -0.002432, -0.002035, -0.001715, -0.001348, -0.001036, -0.000711, -0.000288
0.322727,  0.005, 0.177273,  0.015,  0.127251, 203.595, 7.59447,   0.048202,  0.109962,  0.131152,  1.000000,  0.132207,  0.121940,  0.106628, 0.086775, 0.063211, 0.036295,  0.006853, -0.023801,       0.000198,  0.000125,  0.000081, -0.925994,  0.000012, -0.000013,  0.000004,  0.000030,  0.000064,  0.000104,  0.000147,  0.000187,      -0.002314, -0.005485, -0.006253, -0.085619, -0.005836, -0.005223, -0.004457, -0.003392, -0.002410, -0.001149,  0.000355,  0.001462
0.363636,  0.005, 0.186364,  0.015,  0.183824,  154.79, 5.39501,   0.039631,  0.103083,  0.125838,  0.132207,  1.000000,  0.120451,  0.106376, 0.087753, 0.065404, 0.039706,  0.011452, -0.018174,       0.000258,  0.000500,  0.000552,  0.000540, -0.928122,  0.000457,  0.000392,  0.000317,  0.000246,  0.000161,  0.000071,  0.000020,      -0.002410, -0.006672, -0.008065, -0.008206, -0.097989, -0.006938, -0.005884, -0.004422, -0.002811, -0.000993,  0.000944,  0.003218
0.404545,  0.005, 0.195455,  0.015,  0.297041, 118.833, 4.06459,   0.031997,  0.092485,  0.114886,  0.121940,  0.120451,  1.000000,  0.100952, 0.084646, 0.064864, 0.041926,  0.016577, -0.010035,       0.000281,  0.000750,  0.000879,  0.000905,  0.000863, -0.935724,  0.000656,  0.000512,  0.000334,  0.000160, -0.000046, -0.000279,      -0.002179, -0.007091, -0.008687, -0.009021, -0.008608, -0.107291, -0.006373, -0.004673, -0.002646, -0.000406,  0.001940,  0.004614
0.445455,  0.005, 0.204545,  0.015,  0.486492, 90.8834, 3.19036,   0.024903,  0.078829,  0.099439,  0.106628,  0.106376,  0.100952,  1.000000, 0.078351, 0.062187, 0.043291,  0.022217, -0.000050,       0.000251,  0.000827,  0.001036,  0.001075,  0.001028,  0.000922, -0.946281,  0.000555,  0.000336,  0.000065, -0.000229, -0.000523,      -0.001979, -0.006850, -0.008487, -0.008888, -0.008524, -0.007539, -0.113979, -0.004272, -0.002124,  0.000308,  0.003087,  0.005933
0.486364,  0.005, 0.213636,  0.015,  0.736304, 68.3273, 2.58423,   0.018141,  0.062308,  0.079936,  0.086775,  0.087753,  0.084646,  0.078351, 1.000000, 0.057601, 0.043813,  0.028244,  0.011618,       0.000213,  0.000807,  0.001004,  0.001057,  0.001002,  0.000884,  0.000710, -0.957420,  0.000223, -0.000074, -0.000392, -0.000710,      -0.001566, -0.005962, -0.007659, -0.007882, -0.007443, -0.006572, -0.005137, -0.118393, -0.001190,  0.001281,  0.004020,  0.006777
0.527273,  0.005, 0.222727,  0.015,  0.950574, 49.6129, 2.14974,   0.011545,  0.043448,  0.057005,  0.063211,  0.065404,  0.064864,  0.062187, 0.057601, 1.000000, 0.043609,  0.034534,  0.024560,       0.000172,  0.000628,  0.000802,  0.000838,  0.000789,  0.000671,  0.000503,  0.000283, -0.966379, -0.000269, -0.000574, -0.000893,      -0.001168, -0.004718, -0.005949, -0.006189, -0.005837, -0.004946, -0.003633, -0.001886, -0.121072,  0.002449,  0.004851,  0.007788
0.568182,  0.005, 0.231818,  0.015,  0.983605,  33.751, 1.83114,   0.005177,  0.022460,  0.031084,  0.036295,  0.039706,  0.041926,  0.043291, 0.043813, 0.043609, 1.000000,  0.040914,  0.038512,       0.000103,  0.000335,  0.000425,  0.000448,  0.000396,  0.000291,  0.000143, -0.000047, -0.000275, -0.970835, -0.000799, -0.001037,      -0.000819, -0.003028, -0.003832, -0.003988, -0.003609, -0.002799, -0.001623, -0.000034,  0.001750, -0.122156,  0.006037,  0.008453
